FOKONTANY_;COMMUNE_NA
Mahamany;Andriandampy
Bekopay;Andriandampy
Beangaty;Andriandampy
Andriandampy;Andriandampy
Antsitabe;Andriba
Antobinimadama;Andriba
Beankana;Andriba
Kamolandy;Andriba
Fanjavarivo;Andriba
Ambohitromby;Andriba
Mangasoavina;Andriba
Ankerana;Andriba
Ambatovaky;Andriba
Malatsy;Andriba
Antanandava;Andriba
Miarinarivo;Andriba
Tsarahonenana;Andriba
Maroharona;Andriba
Mangarivotra;Andriba
Ambatomalaza;Androhibe
Antalaho;Androhibe
Androhibe;Androhibe
Fidasiana;Androhibe
Ambohibary;Androhibe
Antsahadinta;Androhibe
Mandalova;Androhibe
Ankadivory;Androhibe
Ampasy Nord;Androka
Ankobay;Androka
Mahatsandry;Androka
Lahitsitele;Androka
Andrapidrapike;Androka
Bevoalavo;Androka
Ambolosarike;Androka
Beavoha Sud;Androka
Kilibory I;Androka
Kilibory II;Androka
Kilimirimbo;Androka
Kalangasa;Androka
Evanga;Androka
Tsiankeva Haut;Androka
Beharahake;Androka
Ambohibola;Androka
Androka Ela;Androka
Tsimafaitse;Androka
Antsakoa;Androka
Manera;Androka
Androka Vao;Androka
Belambo;Androka
Mandevy;Androka
Tsiarindrano;Androka
Ambohitromby;Andromba
Andromba;Andromba
Ampananganana;Andromba
Nanoharana;Androndrono
Antsahamilemaka;Androndrono
Ambatrabe;Androndrono
Ambodimanga Nandihizana;Androndrono
Androndrono;Androndrono
Ampanobe;Androndrono
Ambohimarina;Androndrono
Antsirabe Nandihizana;Androndrono
Sahatsara;Androrangavola
Morafeno I;Androrangavola
Ambinanindrano;Androrangavola
Fenoarivo;Androrangavola
Morarano;Androrangavola
Maromitety II;Androrangavola
Maromitety I;Androrangavola
Ambohitranala;Androrangavola
Androrangavola;Androrangavola
Androrangavola;Androrangavola
Ambodifontsina;Androrangavola
Ambalatenina;Androrangavola
Ambalafasina;Androrangavola
Ambohimahavelona Betoho;Androrangavola
Nosibe Sud;Androrangavola
Mandriapotsy;Androrangavola
Ambalavaona;Androrangavola
Lavakianja Sud;Androrangavola
Ambodiara Nord;Androrangavola
Mahasoa;Androrangavola
Ambodiroranga;Androrangavola
Ambohimisafy;Androrangavola
Ambalatabaka;Androrangavola
Anivorano;Androrangavola
Ampasimpotsy;Androrangavola
Androrangavola;Androrangavola
Antanandehibe;Androrangavola
Ambatomasina II;Androrangavola
Antanandava;Androrangavola
Ambodimanga Iv;Androrangavola
Ambalafarihy;Androrangavola
Ambalakafe;Androrangavola
Andranonahoatra;Androvakely
Miadamanjaka;Androvakely
Antovontany;Androvakely
Ambatofotsy;Androvakely
Fiadanana;Androvakely
Androvakely;Androvakely
Ambatovaky;Androy
Igodona;Androy
Andranovondrona;Androy
Amindrabe;Androy
Tambohivo;Androy
Androy;Androy
Nanda;Androy
Andovoka;Androy
Iambara;Androy
Vohiparara;Androy
Antsakoabe;Angoaka Sud
Ambalavia;Angoaka Sud
Ampako;Angoaka Sud
Andranoampango;Angoaka Sud
Antanamifafy;Angoaka Sud
Angoaka Sud;Angoaka Sud
Ambatofalio;Angoaka Sud
Ambinanindrano II;Angodongodona
Ambohitsara Iv;Angodongodona
Morafeno;Angodongodona
Ampasimadinika Iv;Angodongodona
Angodongodona;Angodongodona
Ambinanindrano I;Angodongodona
Antrobaka;Angodongodona
Tsaraseranana;Angodongodona
Morarano;Anilobe
Ambohimahasoa;Anilobe
Rorobe;Anilobe
Anilobe;Anilobe
Miarinarivo;Anilobe
Vohimalaza;Anilobe
Morafeno II;Anilobe
Tanambao Sahaniveno;Anivorano Est
Antseranambe;Anivorano Est
Ambalatenina Sud;Anivorano Est
Sandraka;Anivorano Est
Anivorano Est;Anivorano Est
Andapa;Anivorano Est
Ambodimolaina;Anivorano Est
Mikaikarivo Bas;Anivorano Mitsinjo
Tomboarivo Betsiriry;Anivorano Mitsinjo
Antondritsy;Anivorano Mitsinjo
Androtsabo;Anivorano Mitsinjo
Tsanerena;Anivorano Mitsinjo
Ankilimivory Esogno;Anivorano Mitsinjo
Anivorano Mitsinjo;Anivorano Mitsinjo
Vohitany;Anivorano Mitsinjo
Lapeloha;Anivorano Mitsinjo
Mikaikarivo Haut;Anivorano Mitsinjo
Besandraha;Anja Nord
Ankatsakatsa;Anja Nord
Mikaikarivo;Anja Nord
Anja Nord Centre;Anja Nord
Andranonaondry;Anja Nord
Afasimpotsy;Anjahamana
Andranoambolava;Anjahamana
Tsarizana;Anjahamana
Beovirandrana;Anjahamana
Anivoranokely;Anjahamana
Anjahamana;Anjahamana
Seranantsara I;Anjahamana
Ambatohambana;Anjahamana
Anivorano;Anjahambe
Marangibato;Anjahambe
Ambodivoahangy;Anjahambe
Ambodimanga I;Anjahambe
Ambodimangabe;Anjahambe
Ankorabe;Anjahambe
Ambodinonoka I;Anjahambe
Fiadanana;Anjahambe
Anjahambe;Anjahambe
Ambohimanjato;Anjahambe
Sahafotra;Anjahana
Antsanofia;Anjahana
Anjomo;Anjahana
Navana;Anjahana
Betangerina;Anjalazala
Antafiandakana II;Anjalazala
Ankotikana;Anjalazala
Andampinarosy;Anjalazala
Antafiambe;Anjalazala
Ambalahady Haut;Anjalazala
Anjiabe;Anjalazala
Antsatrana;Anjalazala
Ampombilava;Anjalazala
Ampary;Anjampaly
Andavakio;Anjampaly
Ampengoky;Anjampaly
Ankara;Anjampaly
Anteny Ouest;Anjampaly
Ambarobe;Anjampaly
Ankatamboalavo;Anjampaly
Ambavatany;Anjampaly
Andaza;Anjampaly
Tsitindroka;Anjampaly
Antanamanjary;Anjampaly
Anday;Anjampaly
Marosarana;Anjampaly
Anjampaly Centre;Anjampaly
Manankasina;Anjanadoria
Ambohimanatrika;Anjanadoria
Andranomaintso;Anjanadoria
Ambohimarina;Anjanadoria
Satrokoditra;Anjanadoria
Antetezankazo;Anjanadoria
Bevato;Anjanadoria
Ampataka;Anjanadoria
Merinavaratra;Anjanadoria
Antamboho;Anjanadoria
Mandrosoa Est;Anjanadoria
Amboniriana;Anjanadoria
Madiorano;Anjanadoria
Anjanadoria;Anjanadoria
Andrakanana;Anjanazana
Madiotsifafana;Anjanazana
Sahanama;Anjanazana
Maranina;Anjanazana
Sahasindro;Anjanazana
Tanambao Anjanazana;Anjanazana
Andasibe;Anjanazana
Anjanazana;Anjanazana
Maroantsafa;Anjanazana
Ankadimbazaha;Anjanazana
Vohidravina;Anjanazana
Ambodivoanio;Anjanazana
Anteviala;Anjanazana
Ambodimandrorofo;Anjanazana
Ambatoharanana;Anjanazana
Antsapanamahazo;Anjangoveratra
Soatanana;Anjangoveratra
Ankorakabe;Anjangoveratra
Andranomadio;Anjangoveratra
Anjangoveratra;Anjangoveratra
Tsaratanana;Anjangoveratra
Ambohibary;Anjangoveratra
Andilambe;Anjangoveratra
Betanatanana;Anjiajia
Mangatelo;Anjiajia
Antsoherinakanga;Anjiajia
Anjiajia Centre;Anjiajia
Morafeno;Anjiajia
Ambodimadiro;Ankingameloka
Berambo;Ankingameloka
Antanambao Befatsy;Ankingameloka
Djodjahely;Ankingameloka
Antranofotaka;Ankingameloka
Kamakama;Ankirihitra
Fampanambo;Ankofa
Ankofa;Ankofa
Talanaro;Ankofa
Mahajinavola;Ankofa
Sadikamonjo;Ankofa
Ankofabe;Ankofabe
Analalava;Ankofabe
Sahajinja;Ankofabe
Anjahamarina II;Ankofabe
Andrangazaha;Ankofabe
13/76 Cite Provinciale;Tanambao V
13/75 Tanambao V;Tanambao V
13/74 Tanambao V;Tanambao V
13/73 Tanambao V;Tanambao V
13/72 Tanambao V;Tanambao V
Ankazofotsy;Marosoa
Ambodimadiro;Marotandrano
Ambalaben'ifasina;Marotandrano
Ambohimenan'ifasina;Marotandrano
Anjiro;Marotandrano
14/22 Salazamay;Ankirihiry
11/61 Cite Valpinson;Ankirihiry
11/62 Cite Valpinson;Ankirihiry
14/32 Ambohijafy;Ankirihiry
11/41 Andranomadio;Ankirihiry
Farafangahely;Anjangoveratra
Morafeno;Anjangoveratra
Andavakatsantsa;Anjangoveratra
Anamboafo;Anjangoveratra
Marolamba;Anjangoveratra
Tanandava;Anjangoveratra
Amboroke II;Anjeky Ankilikira
Ambatomainty;Anjeky Ankilikira
Tobodriha;Anjeky Ankilikira
Anjeky Ankilivalo;Anjeky Ankilikira
Ankilivalo;Anjeky Ankilikira
Ankilikira I;Anjeky Ankilikira
Ankilikira Sud;Anjeky Ankilikira
Analavelo Ambaro;Anjeky Ankilikira
Ankilikira II;Anjeky Ankilikira
Beanatara Sud;Anjeky Ankilikira
Marolava II;Anjeky Ankilikira
Ambaliandro Marobey I;Anjeky Ankilikira
Enjoty Behabobo;Anjeky Ankilikira
Anjeky Behevotse;Anjeky Ankilikira
Marolava I;Anjeky Ankilikira
Marofoty Avaradrova;Anjeky Ankilikira
Marovaho;Anjeky Ankilikira
Antanimiary;Anjeky Ankilikira
Anjeky Erada;Anjeky Ankilikira
Anjeky Maroho;Anjeky Ankilikira
Amboroky I;Anjeky Ankilikira
Soamalaza;Anjepy
Manakavaly;Anjepy
Antanetibe Avaratra;Anjepy
Tsarahonenana;Anjepy
Antananarivokely;Anjepy
Anjozoro;Anjepy
Ambohibary;Anjepy
Anjepy;Anjepy
Ambodivona;Anjepy
Antanetibe Atsimo;Anjepy
Mandritsara;Anjepy
Miarina;Anjepy
Imaola Vohitsara;Anjeva Gara
Ambohidrazana;Anjeva Gara
Imerikasinina;Anjeva Gara
Ankadiefajoro Mavolamba;Anjeva Gara
Anjeva Tanana;Anjeva Gara
Ampahimasina;Anjeva Gara
Morarano Faliary;Anjeva Gara
Anjeva Gara;Anjeva Gara
Manohisoa;Anjeva Gara
Ambatofolaka;Anjeva Gara
Anjiabe;Anjiabe
Ambohimahavelona;Anjiabe
Antsatrana;Anjiabe
Ambarika;Anjiabe
Ambongabe;Anjiabe
Mahialambo I;Anjiabe
Maetsamifafy;Anjiabe
Mahialambo II;Anjiabe
Morafeno;Anjiabe Ambony
Mahatsara;Anjiabe Ambony
Tsaratanana II Groupe 5;Anjiabe Ambony
Anjiabe Ambony;Anjiabe Ambony
Anjiabe Ambany;Anjiabe Ambony
Andranonabo Ambany;Anjiabe Ambony
Ampasitapaka;Anjiajia
Antanandava;Anjiajia
Ambalakazaha;Anjiajia
Tsilakanina;Anjiajia
Madiroabo;Anjiajia
Anjiajia Lagara;Anjiajia
Anjialava;Anjialava
Antanandava;Anjialava
Antanambao II;Anjialava
Antsahamaletry;Anjialava
Ankobalava;Anjialava
Doanihely;Anjialava
Manakana;Anjialava
Analanambe;Anjialava
Antanambaza;Anjialava
Ambohimitsinjo;Anjialava
Ankiakabe;Anjialavabe
Antanambao I;Anjialavabe
Antafiambe;Anjialavabe
Anjialavabe;Anjialavabe
Bekaka;Anjialavabe
Antanambao II;Anjiamangirana
Ambodivohitra;Anjiamangirana
Andavaboay;Anjiamangirana
Antanandava;Anjiamangirana
Ambalamahogo;Anjinjaomby
Bevapaza;Anjinjaomby
Anjinjaomby;Anjinjaomby
Marofototra;Anjinjaomby
Morafeno;Anjinjaomby
Ambavala;Anjinjaomby
Tanambao;Anjinjaomby
Tsikahoe;Anjoma
Ankazosoaravina;Anjoma
Angavo;Anjoma
Iarinomby;Anjoma
Anaody;Anjoma
Ifandana Est;Anjoma
Ambatomena;Anjoma
Soamanandray;Anjoma
Samimasina;Anjoma
Iavomalaza;Anjoma
Ambohimiadana;Anjoma
Tambohobe;Anjoma
Ampiadanana;Anjoma Betoho
Antatamo;Anjoma Betoho
Manakambahiny;Anjoma Betoho
Anjomakely;Anjoma Betoho
Anerinerina;Anjoma Betoho
Betoho;Anjoma Betoho
Ambohitsararay;Anjoma Betoho
Tambohobe;Anjoma Itsara
Benangana;Anjoma Itsara
Ambohimahasoa;Anjoma Itsara
Ikando;Anjoma Itsara
Lavatrafo;Anjoma Itsara
Antaniditra;Anjoma Nandihizana
Andohanimanandriana;Anjoma Nandihizana
Ianatsonga;Anjoma Nandihizana
Anjoma Nandihizana;Anjoma Nandihizana
Andohaony;Anjoma Nandihizana
Ambohimiarina;Anjoma Nandihizana
Antetezana;Anjoma Nandihizana
Soafandry;Anjoma Nandihizana
Boro;Anjoma Nandihizana
Kilovia;Anjoma Nandihizana
Anjoma Ramartina;Anjoma Ramartina
Antsampandrano;Anjoma Ramartina
Tsaramiakatra;Anjoma Ramartina
Morafeno Andrefana;Anjoma Ramartina
Ambaravaranala;Anjoma Ramartina
Ambatondradama;Anjoma Ramartina
Antamboholehibe;Anjoman'ankona
Andranomokoko;Anjoman'ankona
Amparihilavan'antsaharoa;Anjoman'ankona
Vatomitsangana;Anjoman'ankona
Ambatomikatsaka;Anjoman'ankona
Faliarivo;Anjoman'ankona
Ambalatoavola;Anjoman'ankona
Anjoman'ankona;Anjoman'ankona
Fizinana;Anjoman'ankona
Ambalamahasoa;Anjoman'ankona
Ambero;Anjoman'ankona
Amboasarianala;Anjozorobe
Masakalina;Anjozorobe
Befieranana;Anjozorobe
Ambohinierenana;Anjozorobe
Beronono;Anjozorobe
Antsahabe Ouest;Anjozorobe
Ambohimamory;Anjozorobe
Kamanja;Anjozorobe
Morarano;Anjozorobe
Antsahabe Atsinanana;Anjozorobe
Miandrarivo;Anjozorobe
Anjozorobe;Anjozorobe
Ambohibeloma;Anjozorobe
Ambohibazoina;Anjozorobe
Ambohitsaratany;Anjozorobe
Ambodifiakarana;Anjozorobe
Ampilanonana;Anjozorobe
Ankadivory;Anjozorobe
Antsorindrana;Anjozorobe
Anosivola;Anjozorobe
Andranokotona;Anjozorobe
Andranomay;Anjozorobe
Fiarenana;Anjozorobe
Andasiniboata;Anjozorobe
Antsahonjo I;Anjozoromadosy
Antsahonjo II;Anjozoromadosy
Mahasoa;Anjozoromadosy
Ambohimitsinjo;Anjozoromadosy
Anjozoromadosy;Anjozoromadosy
Antsirakilambo;Anjozoromadosy
Soatanana;Anjozoromadosy
Marobilahy;Anjozoromadosy
Manazary;Ankadikely Ilafy
Ambohitrarahaba;Ankadikely Ilafy
Andrononobe;Ankadikely Ilafy
Andafiavaratra;Ankadikely Ilafy
Belanitra;Ankadikely Ilafy
Ankadikely;Ankadikely Ilafy
Ilafy;Ankadikely Ilafy
Antsampandrano;Ankadikely Ilafy
Andranovelona;Ankadikely Ilafy
Antsahamarofoza;Ankadikely Ilafy
Antanandrano;Ankadikely Ilafy
Ambohipanja;Ankadikely Ilafy
Manjaka;Ankadikely Ilafy
Masinandriana;Ankadikely Ilafy
Mandrosoa Ilafy;Ankadikely Ilafy
Ambohibe;Ankadikely Ilafy
Ambohitraina;Ankadikely Ilafy
Ambohidavenona;Ankadimanga
Ambodivoanjo;Ankadimanga
Ambohimidasy;Ankadimanga
Andravako;Ankadimanga
Antanimenakely;Ankadimanga
Andohalafy;Ankadimanga
Antanimarina;Ankadinandriana
Ambohitsararay;Ankadinandriana
Ambohimahatsinjo;Ankadinandriana
Soamonina;Ankadinandriana
Ankadinandriana;Ankadinandriana
Ambohijato;Ankadinandriana
Andranomonina;Ankadinandriana
Ambohitraina;Ankadinandriana
Ampahitrosy;Ankadinandriana
Bonara Tiafandrosoana;Ankadinondry Sakay
Anosibe;Ankadinondry Sakay
Diavolana;Ankadinondry Sakay
Soanierana Ambohimarina Est;Ankadinondry Sakay
Fanjakamandroso;Ankadinondry Sakay
Tsaramandroso Ibory;Ankadinondry Sakay
Andohanakivoka;Ankadinondry Sakay
Ankadinondrikely;Ankadinondry Sakay
Ambohimahasoa;Ankadinondry Sakay
Antsahatanteraka;Ankadinondry Sakay
Soavimbahoaka Marohazo;Ankadinondry Sakay
Tsarafiraisana;Ankadinondry Sakay
Firaisantsoa Mahatsinjo;Ankadinondry Sakay
Ankadinondry II;Ankadinondry Sakay
Manjakamiadana;Ankadinondry Sakay
Tsisoahoanirery;Ankadinondry Sakay
Manarintsoa;Ankadinondry Sakay
Ihazomay Atsimo;Ankadinondry Sakay
Ambalanirana;Ankadinondry Sakay
Ambohitromby;Ankadinondry Sakay
Soamihary;Ankadinondry Sakay
Ankadinondry I;Ankadinondry Sakay
Vatoavo;Ankafina Tsarafidy
Ambohipiarenana;Ankafina Tsarafidy
Ambohimanoro;Ankafina Tsarafidy
Amboditanjona;Ankafina Tsarafidy
Soatanana;Ankafina Tsarafidy
Vohitrarivo;Ankafina Tsarafidy
Andohanakona Tsimanova;Ankafina Tsarafidy
Bekapika;Ankalalobe
Mahazoarivosoa;Ankalalobe
Antsiriry;Ankalalobe
Anivorano;Ankalalobe
Bemangily I;Ankalalobe
Betomba;Ankalalobe
Ankalalobe;Ankalalobe
Tanambao Morarano;Ankalalobe
Mahasoa II;Ankalalobe
Tanandava;Ankalalobe
Andranomanenty Mitombo;Ankalalobe
Anketa;Ankalalobe
Ankilitsiarova;Ankaramena
Taviala;Ankaramena
Andohavondro;Ankaramena
Analandravy;Ankaramena
Befeno;Ankaramena
Ankaramena;Ankaramena
Androdava;Ankaramena
Ebobaka;Ankaramena
Ambolifasy;Ankaramena
Tsiatoro;Ankaramena
Tanambao;Ankaramena
Manisy;Ankaramena
Vohibola;Ankaramena
Ambalamahavelona;Ankaramena
Lanjainony;Ankaramena
Mahamongo;Ankaramena
Mafaitra;Ankaramena
Malazarivo;Ankaramena
Ankaramena;Ankaramena
Morafeno Ouest;Ankaramena
Morafeno Sud;Ankaramena
Morafeno Nord;Ankaramena
Vitanalina;Ankaramena
Beraty;Ankaramy
Katsory;Ankaramy
Ambodiaviavy;Ankaramy
Antafiabe;Ankaramy
Marovato;Ankaramy
Ambaliha;Ankaramy
Ambalamananty;Ankaramy
Antsahabeminko;Ankaramy
Bekaraka;Ankaramy
Ambalabao;Ankaramy
Ambodimangatelo;Ankaramy
Ambatomainty;Ankaramy
Ankaramihely;Ankaramy
Anjialava;Ankaramy
Analanantsoa;Ankaramy
Ankaramy;Ankaramy
Anjiabory;Ankaramy
Manombo;Ankarana Miraihina
Manara;Ankarana Miraihina
Beteny;Ankarana Miraihina
Eroka I;Ankarana Miraihina
Vohimary;Ankarana Miraihina
Ankarana;Ankarana Miraihina
Eroka II;Ankarana Miraihina
Anambotaka;Ankarana Miraihina
Takoandra;Ankarana Miraihina
Ankaranabo Nord;Ankaranabo Nord
Mikaikarivo;Ankaranabo Nord
Ankilimasy Haut;Ankaranabo Nord
Antsohamamy;Ankaranabo Nord
Maroharo;Ankaranabo Nord
Anarabe II;Ankaranabo Nord
Anarabe I;Ankaranabo Nord
Vohimary I;Ankaranabo Nord
Ankilibe I;Ankaranabo Nord
Ankiliroa;Ankaranabo Nord
Vohimary II;Ankaranabo Nord
Andriabe;Ankaranabo Nord
Manirisoa;Ankaranana
Ankaranana;Ankaranana
Ambovomahasoa;Ankaranana
Antsapanimahazo;Ankaranana
Marovato;Ankaranana
Ankadilalampotsy;Ankaraobato
Ambodivoanjo;Ankaraobato
Ambohibahiny;Ankaraobato
Ifarihy;Ankaraobato
Ankadinandriana;Ankaraobato
Antanetisoa;Ankaraobato
Antsahasoa;Ankaraobato
Ambatolafia;Ankaraobato
Mavozaza;Ankaraobato
Anjiabe;Ankaraobato
Antambara;Ankaraobato
Tsianaloka;Ankaraobato
Ankaraobato;Ankaraobato
Morafeno;Ankaraobato
Beanamamy Malao;Ankaraobato
Ambalavia;Ankaraobato
Bemahogo;Ankaraobato
Androtra;Ankaraobato
Betsikiry;Ankaraobato
Bekoratsaka;Ankaraobato
Bevilany;Ankariera
Tsimelahy;Ankariera
Berongo;Ankariera
Ranomainty Anjamahasoa;Ankariera
Andrevavo;Ankariera
Ambohimasoa;Ankarimbary
Maroakanjo;Ankarimbary
Vohibolo;Ankarimbary
Mahasoa;Ankarimbary
Vohibolobe;Ankarimbary
Ankarimbary;Ankarimbary
Ifaho;Ankarimbary
Ambaibo;Ankarimbary
Langisay;Ankarimbary
Iarinomby;Ankarimbelo
Tsialamaha;Ankarimbelo
Faliarivo;Ankarimbelo
Andrairay;Ankarimbelo
Ambalahosy;Ankarimbelo
Anjorozoro;Ankarimbelo
Ambohimaneva;Ankarimbelo
Ankarimbelo;Ankarimbelo
Ambatombitro;Ankarimbelo
Ambalamarina Ankaranosy;Ankarinarivo Manirisoa
Ambohifirariantsoa;Ankarinarivo Manirisoa
Ambalavao Andohony;Ankarinarivo Manirisoa
Ankarinarivo Centre;Ankarinarivo Manirisoa
Fivoarantsoa;Ankarinarivo Manirisoa
Tandrokininosy;Ankarinarivo Manirisoa
Analalava Mahasoa;Ankarinarivo Manirisoa
Soanierana;Ankarinarivo Manirisoa
Andohariana;Ankarinoro
Ampahibe;Ankarinoro
Ampangabe;Ankarinoro
Ankona;Ankarinoro
Andakana;Ankarinoro
Irondroala;Ankarinoro
Befaka;Ankarinoro
Ankarinoro;Ankarinoro
Ambatoharanana Fanameana;Ankaromalaza Mifanasoa
Midongy Est;Ankaromalaza Mifanasoa
Ankaromalaza Ouest;Ankaromalaza Mifanasoa
Fanameana Soalozoka;Ankaromalaza Mifanasoa
Asana Vatomitatana;Ankaromalaza Mifanasoa
Menagisy;Ankarongana
Irodo;Ankarongana
Madirobe;Ankarongana
Ankarongana;Ankarongana
Antanambao Ankerika;Ankarongana
Ankorera;Ankarongana
Ambodirengitra;Ankarongana
Ambatonaisodrano;Ankarongana
Antsiradrano;Ankarongana
Ambodifamba;Ankarongana
Antsatrana;Ankarongana
Ambohimena;Ankarongana
Ambatoharanana;Ankarongana
Antanantanana;Ankarongana
Ambohimahasoa;Ankarongana
Ambaladera;Ankarongana
Maroadabo;Ankarongana
Marivorano;Ankarongana
Lohaniromba;Ankarongana
Mainampango;Ankarongana
Tsarabajina;Ankarongana
Malamamaina;Ankarongana
Anjozoro;Ankarongana
Maromandroso;Ankarongana
Ambodimadiro Sud;Ankarongana
Ankarongana;Ankarongana
Andilambe;Ankarongana
Fandrakotra;Ankarongana
Ambinanikiajobo;Ankarongana
Matahitiry;Ankarongana
Ankijanilava;Ankarongana
Makadany;Ankasakasa Tsibiray
Andolobe;Ankasakasa Tsibiray
Ambarabahy;Ankasakasa Tsibiray
Betongoa;Ankasakasa Tsibiray
Ankasakasa Tsibiray;Ankasakasa Tsibiray
Morafeno;Ankasakasa Tsibiray
Antanandava Bejofo;Ankasakasa Tsibiray
Ankatafa;Ankatafa
Mahalony;Ankatafa
Amporaha;Ankatafa
Mevarevorevo;Ankatafa
Ankazotelo;Ankatafa
Marohita I;Ankatafana
Ambaro;Ankatafana
Ankatafana;Ankatafana
Ampangalana Sud;Ankatafana
Maropaika;Ankatafana
Ambalavontaka;Ankatafana
Marohita II;Ankatafana
Ambohimiarina;Ankatafana
Morafeno;Ankavandra
Ambakaka;Ankavandra
Tsotabato;Ankavandra
Ambilorano;Ankavandra
Bevinoa;Ankavandra
Antsakoamadinika;Ankavandra
Tsianaloka;Ankavandra
Marolaka;Ankavandra
Antsakoazato;Ankavandra
Bemonto;Ankavandra
Ankavandra Atsimo;Ankavandra
Befe;Ankavandra
Ankavandra Avaratra;Ankavandra
Miary Centre;Ankazoabo Sud
Ampoza;Ankazoabo Sud
Betsinefo Est;Ankazoabo Sud
Morafeno I;Ankazoabo Sud
Morafeno Beraketa;Ankazoabo Sud
Morafeno Tanambao;Ankazoabo Sud
Ankilifolo;Ankazoabo Sud
Tanandava;Ankazoabo Sud
Besavoa Morondava;Ankazoabo Sud
Ambalamarina;Ankazoabo Sud
Tanambao II;Ankazoabo Sud
Ankerereake;Ankazoabo Sud
Ampandralava Centre;Ankazoabo Sud
Ankilimiavotsy;Ankazoabo Sud
Ankitohy;Ankazoabo Sud
Tandroka Ouest;Ankazoabo Sud
Atsimon-Dalana;Ankazoabo Sud
Mandramba;Ankazoabo Sud
Besalampy;Ankazoabo Sud
Betsinefo Ouest;Ankazoabo Sud
Andranofotsy Soaserana;Ankazoabo Sud
Ankazoabo Anivo;Ankazoabo Sud
Ankalirano Tsaramandroso;Ankazoabo Sud
Ampisopiso;Ankazoabo Sud
Makiala Bas;Ankazoabo Sud
Ankilimasy I;Ankazoabo Sud
Ambondro Somory;Ankazoabo Sud
Ankilimasy II;Ankazoabo Sud
Anasana;Ankazoambo
Ambatomenaloha;Ankazoambo
Ankazoambo;Ankazoambo
Ampanazava;Ankazoambo
Ampanasamaina;Ankazoambo
Antanetibe Soarano;Ankazobe
Kiva;Ankazobe
Ambohitrampovoany;Ankazobe
Ambatomasina;Ankazobe
Tsisangaina;Ankazobe
Ampahadiminy;Ankazobe
Ankazobe II;Ankazobe
Ankazobe IIi;Ankazobe
Antamboho Sud;Ankazobe
Mandrosoa;Ankazobe
Ankazobe I;Ankazobe
Ambohimarina;Ankazobe
Ambatomitsangana;Ankazobe
Voninahitrinitany II;Ankazobe
Voninahitrinitany I;Ankazobe
Bevala;Ankazomanga Ouest
Miogo;Ankazomanga Ouest
Ankandy;Ankazomanga Ouest
Ankazomanga Ouest;Ankazomanga Ouest
Vonje;Ankazomanga Ouest
Andrahavia;Ankazomanga Ouest
Morafeno;Ankazomanga Ouest
Vovomena;Ankazomanga Ouest
Tokoendolo;Ankazomanga Ouest
Vombao;Ankazomanga Ouest
Beavoha;Ankazombalala
Besely;Ankazombalala
Antsakoamaro;Ankazombalala
Ampasindava;Ankazombalala
Ampanihy Antarabory;Ankazombalala
Miary;Ankazombalala
Mahaty;Ankazombalala
Milomboke;Ankazombalala
Ambinda;Ankazombalala
Mahazoarivo;Ankazombalala
Manasoa;Ankazombalala
Ambararata Morafeno;Ankazombalala
Bejio;Ankazombalala
Betalaha;Ankazombalala
Analafaly;Ankazombalala
Beza Mahafaly;Ankazombalala
Bevato;Ankazombalala
Belinta;Ankazomborona
Betaramahamay;Ankazomborona
Ankazomahitsy;Ankazomborona
Tanambao Bemikimbo;Ankazomborona
Malaza;Ankazomborona
Beronono;Ankazomborona
Marofototra;Ankazomborona
Ampombobe;Ankazomborona
Ambolodia;Ankazomborona
Mahatazana;Ankazomborona
Maevarano;Ankazomborona
Morafeno Barazy;Ankazomborona
Ambonara;Ankazomborona
Amboromalandikely;Ankazomborona
Madirovalo;Ankazomborona
Ankazomborona;Ankazomborona
Madiromiongana;Ankazomborona
Ambondromamy;Ankazomborona
Mahabibo Rn4;Ankazomborona
Besaonjo;Ankazomborona
Ambohipeno;Ankazomiriotra
Vohitrarivo II;Ankazomiriotra
Ankilahila;Ankazomiriotra
Morarano Ankerana;Ankazomiriotra
Andratsaimahamasina;Ankazomiriotra
Belanitra Est;Ankazomiriotra
Antanetikely;Ankazomiriotra
Ampanarivomasina;Ankazomiriotra
Mandakibo;Ankazomiriotra
Andranovory;Ankazomiriotra
Ambodifiakarana;Ankazomiriotra
Tatamolava;Ankazomiriotra
Moraranokely;Ankazomiriotra
Marogoaika;Ankazomiriotra
Ankazomiriotra II;Ankazomiriotra
Ankazomiriotra I;Ankazomiriotra
Antaninandro;Ankazondandy
Ambohitrakatso;Ankazondandy
Andriakely Nord;Ankazondandy
Ambohibao Nord;Ankazondandy
Fandana;Ankazondandy
Anjohy;Ankazondandy
Anosivola;Ankazondandy
Analatsara;Ankazondandy
Morarano Beorana;Ankazondandy
Ambohipihaonana;Ankazondandy
Mafaitrorana;Ankazondandy
Moratelo;Ankazondandy
Andranotsimihozo;Ankazondandy
Mandena;Ankazondandy
Andranolava;Ankazondandy
Tsarahonenana;Ankazondandy
Antanetibe;Ankazondandy
Ankafotra;Ankazondandy
Andozoka;Ankazondandy
Ankomby;Ankazondandy
Fierenana;Ankazondandy
Antsahatanteraka;Ankazondandy
Anosy;Ankazondandy
Ankazondandy;Ankazondandy
Ambohitsaratany;Ankazondandy
Ambohitrandraina;Ankazondandy
Ankazotokana;Ankazotokana
Anamboriana Haut;Ankazotokana
Antsahanifotry;Ankazotokana
